,condition,odometer,mmr,sellingprice,using_time
435877,3.9,39343.0,10100,10400,4
98975,3.8,34626.0,12100,13200,3
158674,3.4,28750.0,35600,33200,3
250415,2.3,115112.0,4975,5300,7
417647,2.7,132391.0,2575,3200,9
387722,4.6,57200.0,12400,12000,2
189642,2.5,62780.0,8950,10000,4
331982,4.5,22039.0,23500,23000,4
453267,1.9,83336.0,3050,4500,8
549271,3.0,57671.0,15600,18600,6
290167,4.9,7637.0,26800,27200,1
271433,3.6,65162.0,10450,9900,3
43020,1.9,225322.0,575,1200,12
248802,3.9,36551.0,27700,26000,3
213929,4.6,15456.0,13950,13500,1
360972,3.7,12305.0,16000,15100,0
237548,2.6,17656.0,13500,10800,2
13448,4.3,38958.0,18250,18900,2
56058,2.5,229432.0,2575,2300,11
375353,4.6,34211.0,14500,14600,2
540908,3.6,127572.0,15200,19300,7
333435,3.6,99855.0,3400,3500,7
143302,4.8,37416.0,11350,11600,1
202709,1.9,51352.0,10200,7200,4
49628,4.3,88810.0,17050,18750,4
145487,3.0,71370.0,6200,5700,10
460410,3.4,91781.0,11550,12600,7
31135,3.5,61690.0,9625,9600,5
294352,4.7,12708.0,17200,16500,1
261540,2.5,80990.0,10100,8700,4
48766,2.0,132019.0,5375,6100,9
209539,2.7,43170.0,25500,25000,2
399868,2.3,86281.0,1400,1700,14
173036,4.0,27814.0,16400,16800,1
441658,3.3,88227.0,9850,7700,8
308486,3.7,29588.0,21800,20400,3
136828,3.5,61718.0,15500,13000,5
220320,4.3,69075.0,11750,12500,7
359270,3.8,29030.0,19500,19250,3
499763,2.0,73834.0,5500,5300,6
52054,3.5,102318.0,8025,7400,5
42854,2.0,115906.0,3975,2000,9
490993,2.1,83286.0,7975,5800,7
101139,4.2,26706.0,23300,23500,1
288843,2.6,100415.0,9950,9600,7
108980,1.9,130092.0,4100,2200,7
169916,3.8,26073.0,28000,26000,1
305598,5.0,35715.0,19400,19000,3
360342,4.3,40142.0,8825,9400,2
247674,3.7,47584.0,10500,10950,3
292085,4.5,15138.0,16100,29000,1
444886,4.8,43060.0,43000,38100,3
489895,4.0,11079.0,17950,18900,0
204588,4.2,19873.0,24000,25000,2
63379,3.4,86137.0,1175,2300,13
363720,4.9,8138.0,13250,12300,1
326493,3.5,133201.0,4275,3700,8
99377,4.8,1423.0,13450,13400,1
397600,4.1,47755.0,23600,23200,3
483891,2.6,56624.0,17250,16500,3
194838,2.0,42602.0,10600,9000,3
4319,,139826.0,2850,3900,9
143556,4.3,53177.0,13000,13400,4
350952,2.9,33275.0,8250,7400,4
193572,2.0,79849.0,725,700,15
293552,4.6,28371.0,15100,15900,1
510312,3.6,162958.0,3750,3900,11
142351,4.0,30114.0,19800,18800,3
358807,4.3,17986.0,11650,11400,1
97361,4.3,28431.0,21000,21700,1
151302,3.9,39145.0,20300,18100,3
481892,4.7,42269.0,14250,15100,4
28805,2.8,37118.0,13500,13500,3
741,4.4,14421.0,21300,20000,1
198171,2.8,21976.0,8950,8900,4
163191,3.1,74623.0,22900,22000,3
437205,2.0,100227.0,8725,7200,9
412016,3.6,246656.0,775,2300,9
407009,1.9,154011.0,2000,2300,13
162162,1.0,109823.0,3075,2700,10
214889,4.2,37532.0,11150,10600,2
220851,4.1,114680.0,3975,6600,11
325754,4.4,83268.0,12800,12300,5
110285,3.0,88923.0,9025,10500,5
420270,2.3,85498.0,7175,7800,10
339258,4.4,34983.0,34400,35500,2
104682,3.9,46946.0,17750,18400,1
304182,3.6,21449.0,11350,11100,2
103354,2.7,150090.0,2825,3000,16
111154,2.6,164833.0,2450,3700,11
280743,2.3,81783.0,2325,2900,12
379783,3.7,54846.0,17500,18100,5
373357,3.5,79689.0,19050,17600,3
301170,4.4,37219.0,20800,22000,3
322113,1.0,16428.0,12550,7800,0
460658,3.6,53597.0,10400,10400,2
446718,2.8,124311.0,8350,7000,11
46331,2.8,99491.0,3975,3500,9
409127,3.8,32153.0,14600,14600,1
542250,2.5,129850.0,3725,5200,10
71914,2.6,112188.0,950,750,15
450557,2.8,243272.0,900,2000,10
194072,4.9,4094.0,28700,31000,1
315506,3.7,57052.0,6200,6100,8
28272,1.9,131036.0,3250,3100,11
427073,4.8,12986.0,15500,18600,2
25094,2.0,1.0,10300,2400,9
11688,3.0,89176.0,5500,5900,4
307433,2.4,62832.0,10400,6500,7
133299,3.0,19059.0,18950,17800,1
215309,4.5,15179.0,10350,9800,1
465235,3.5,57291.0,10150,11600,4
395416,4.1,110470.0,13800,11300,2
269970,3.8,29865.0,20400,22800,3
176129,4.2,56655.0,10150,9900,2
17568,4.0,17718.0,23100,23800,2
495209,2.1,56487.0,9075,6700,5
224444,1.0,110373.0,2900,1700,7
391295,2.2,178526.0,2325,2700,10
535518,2.5,86689.0,7575,7900,4
244076,2.7,102595.0,14900,13100,7
212026,3.7,35297.0,10050,10000,1
392255,4.7,28878.0,34400,36200,2
177948,3.9,162827.0,6525,6700,4
10188,4.8,43971.0,17700,19100,2
549490,3.6,53269.0,9875,10000,2
339931,4.1,95303.0,5450,4300,6
536780,3.7,102785.0,7850,7000,6
62208,4.8,10485.0,15300,13500,1
195398,2.8,65679.0,6900,4900,7
489055,3.0,24635.0,14800,14200,1
332581,3.4,13881.0,11550,11800,3
313666,3.1,33010.0,16100,16600,2
208471,4.5,29643.0,13750,14400,2
51160,3.5,98220.0,4225,6200,7
535646,2.0,114095.0,1700,1600,13
203383,4.9,29061.0,11350,10400,1
327809,3.6,35692.0,29700,28500,3
527231,2.5,42403.0,13650,10100,2
414977,4.0,82228.0,9550,9000,2
468789,2.1,126424.0,2400,3700,12
144689,4.2,80162.0,7450,8100,6
257951,2.7,31985.0,16850,17000,4
110725,4.4,11928.0,17650,19000,0
111912,3.4,111945.0,2875,3400,9
199200,2.5,129331.0,2325,2950,13
4272,3.7,55412.0,22900,24000,9
525109,2.1,35696.0,9100,11100,7
368177,4.9,3309.0,16550,16000,1
431189,5.0,407.0,15850,16200,0
256383,3.1,22257.0,9375,8100,2
451162,3.1,95874.0,6400,7200,6
129862,2.7,50362.0,6975,7000,6
514778,1.8,136621.0,4200,4800,9
342099,3.1,11058.0,20500,19600,2
201206,4.0,76291.0,11800,9900,7
77114,3.7,33731.0,16200,17600,2
385929,4.4,33671.0,13750,14200,2
532308,1.9,114512.0,12600,10700,7
531808,1.9,193934.0,1600,500,12
139583,2.5,42748.0,8725,7200,4
453842,3.7,25297.0,22200,23700,3
442292,1.9,156241.0,1750,1600,13
430652,2.5,195582.0,3850,4600,9
25142,2.8,116040.0,5825,5400,12
91113,1.9,183966.0,1975,2100,7
346143,3.9,35254.0,24100,25000,3
451771,3.9,21662.0,16250,16300,1
479884,4.0,19997.0,20600,20500,4
436758,1.9,137254.0,1675,1200,10
490968,3.1,41503.0,11900,10900,3
41978,3.4,211620.0,8825,12000,13
289132,3.7,15776.0,52100,51500,0
162265,2.4,48576.0,39000,44500,2
103763,2.0,146900.0,2225,600,15
109802,3.5,125429.0,8225,10000,7
73913,2.0,92838.0,5600,2900,6
504597,3.5,90655.0,17350,16000,3
192292,3.5,7498.0,12750,12700,1
307306,3.5,12175.0,19750,19500,1
199424,3.2,42350.0,36900,36750,4
363032,1.0,210139.0,1525,875,12
427541,4.7,26501.0,28900,24400,1
408149,2.8,76029.0,9700,10000,5
111190,3.6,38005.0,13900,13800,1
188210,2.0,98793.0,5275,5800,5
324743,4.7,430.0,39100,43500,1
430409,3.4,54691.0,16550,16200,6
36721,2.5,36281.0,17850,17250,3
206106,4.4,48768.0,19350,19300,2
339535,3.5,36026.0,26100,25750,3
158217,4.0,40087.0,23200,21600,3
54612,4.2,11355.0,12150,12300,0
336425,3.3,15445.0,11700,11000,3
541414,4.1,56618.0,9525,10300,3
285224,1.9,142093.0,2350,1550,16
489873,4.0,15900.0,15200,15400,1
150404,2.9,17292.0,19050,18000,3
367905,4.5,21458.0,9550,10100,2
293121,1.9,81912.0,13050,10500,3
505164,4.4,21422.0,17600,17900,3
57249,4.6,32903.0,19150,17000,1
508961,4.2,22919.0,22100,22000,1
291752,3.5,15573.0,22800,22800,3
320401,2.6,74625.0,8525,7850,7
172367,3.4,52917.0,9425,9300,2
366735,4.5,76043.0,5450,7250,9
421493,2.9,108212.0,4550,6200,7
313926,4.4,136052.0,8975,9800,4
170664,4.3,41798.0,16850,17900,3
512911,3.9,134590.0,17300,18000,8
375076,4.3,29207.0,25600,24000,4
416198,2.5,101008.0,6050,5300,5
487409,1.9,129342.0,2575,1000,10
339965,2.6,66796.0,5225,4400,10
163916,4.4,12276.0,35100,36000,1
51445,1.0,135316.0,2300,1800,12
96304,2.2,138705.0,3775,3800,8
323987,2.7,98231.0,13050,11800,8
336886,3.5,119497.0,2575,2800,13
295740,4.7,12593.0,29800,28000,3
190777,2.1,53160.0,11000,9800,2
373893,4.9,15726.0,17000,17500,2
342981,3.3,126971.0,3975,4350,10
242237,4.0,30121.0,18400,17500,1
363294,2.9,46094.0,13550,11300,5
321581,2.6,72696.0,7800,6000,5
88502,3.7,4288.0,12700,12400,2
338422,4.4,31147.0,12650,13000,3
507780,1.9,206691.0,2525,2200,12
185526,1.9,114478.0,3700,5000,10
61326,3.5,5535.0,17750,15300,3
310706,2.9,101332.0,11050,11100,6
170531,3.6,35156.0,41300,48000,2
85965,4.0,40673.0,42700,42000,3
31083,2.0,2746.0,12250,7700,0
381138,3.8,31401.0,38300,36500,2
206581,4.3,35756.0,19100,18800,1
493738,4.2,35212.0,9625,10100,3
466787,3.6,96761.0,5575,8000,7
548055,3.9,48087.0,17850,16250,5
529729,2.7,111429.0,3225,1100,12
21444,4.3,51665.0,16150,17750,12
329219,3.7,34886.0,21200,20500,3
62967,3.5,55786.0,37700,39750,2
90046,3.6,15648.0,20700,19600,1
387972,4.5,58680.0,14850,14000,4
290281,4.2,46131.0,9650,9600,2
29078,1.0,119775.0,2175,400,13
162001,4.7,47526.0,17250,17900,3
242632,4.0,14472.0,14550,14500,1
220456,1.9,110109.0,5850,5900,10
36196,2.5,158881.0,1975,1750,12
444954,2.1,117741.0,2150,2600,10
224807,2.0,73983.0,1725,2000,15
106923,3.7,18580.0,11100,10900,0
243315,4.9,15393.0,29500,30500,2
484283,3.8,27847.0,12450,12300,3
356842,3.5,13364.0,37900,37750,3
479141,4.3,23707.0,38900,38300,0
524042,,74230.0,17650,15700,5
141539,4.8,39594.0,20300,20400,3
81158,2.3,12986.0,25200,24000,1
149400,3.6,80627.0,6900,10800,10
509886,4.6,27188.0,18000,18100,1
461192,2.0,251999.0,1050,1500,13
28448,4.3,62956.0,15750,16101,2
517688,4.0,40053.0,20800,21500,4
413543,2.5,5233.0,24500,22100,3
346757,2.9,22410.0,24900,23400,2
250589,2.9,152880.0,2300,2500,13
257338,3.8,15214.0,14550,14400,1
224894,4.5,26122.0,23100,20600,4
394427,2.6,84302.0,14400,12800,5
45705,3.5,97618.0,5275,7000,8
476449,,43303.0,12400,13300,1
503851,3.8,22420.0,14550,14400,1
545104,2.5,27937.0,36800,38750,1
436727,4.0,17440.0,17150,16900,1
256891,3.5,77695.0,21600,20400,3
543216,4.2,43455.0,19650,22400,2
459674,4.1,80904.0,7225,8200,5
233668,,88286.0,6200,7500,5
404131,4.1,39419.0,14150,14900,2
64153,4.3,20674.0,33500,33500,3
178438,4.5,35094.0,11400,12000,1
340369,3.4,169574.0,5300,6300,6
150626,3.6,41107.0,25100,22100,4
406019,5.0,16055.0,19500,23400,3
507587,4.3,86772.0,19550,20700,5
472571,3.5,57955.0,24000,26250,2
258127,5.0,3864.0,14500,15000,1
2792,1.9,88599.0,8800,8000,4
136272,3.6,31287.0,11200,10400,3
484840,4.5,18457.0,22200,22900,1
37083,2.8,66612.0,5175,5900,9
74386,2.0,131191.0,5450,4600,8
365055,2.7,90871.0,4575,4400,6
288183,4.1,29573.0,12250,13100,1
192286,3.9,15094.0,12400,12300,1
265351,4.4,35251.0,15400,15200,1
371293,4.9,39132.0,30200,32900,3
375706,2.4,110530.0,2050,2900,11
394787,4.9,9239.0,21100,20300,0
436367,1.0,235615.0,750,300,20
196985,4.2,92582.0,17000,19500,5
57160,4.5,16430.0,12100,18750,1
8346,1.0,179647.0,1975,350,16
244644,4.8,18414.0,22100,21700,1
226184,5.0,11719.0,12600,12500,1
398855,3.9,9225.0,70000,69600,1
478628,2.0,15766.0,13200,12200,3
121683,3.7,24989.0,38000,35750,3
483751,4.9,11923.0,27600,26200,1
210492,4.4,15900.0,18850,18400,1
211759,4.6,24958.0,19350,19800,4
282764,3.5,45684.0,8100,7700,5
191954,3.3,60049.0,11000,9500,3
431164,4.6,26466.0,8500,8800,2
22795,4.9,6232.0,24200,23800,0
155862,3.6,24756.0,12800,14800,3
90238,2.8,63385.0,9425,9100,2
102947,2.9,122124.0,3550,2600,5
146916,3.7,34760.0,11550,11400,2
22051,4.4,36610.0,18250,13700,3
209754,2.7,79079.0,9275,9200,3
118740,2.0,189556.0,5025,3300,8
52749,4.3,34302.0,24900,23500,4
112945,4.8,24035.0,20600,21500,1
181395,2.7,155104.0,2475,3000,12
379607,2.9,143602.0,2875,2200,9
349200,4.1,40061.0,18950,19000,3
82455,4.1,41851.0,17800,18000,2
340399,3.3,200375.0,500,1450,8
495782,3.1,12568.0,30200,26700,2
314205,4.1,13621.0,40300,46000,3
465574,2.7,185784.0,4500,4100,12
131854,3.0,26035.0,11850,10900,3
8049,2.1,71185.0,8150,9400,6
299219,4.2,12130.0,24000,23000,1
425967,3.6,55670.0,8925,7900,2
501950,2.8,28449.0,43100,43000,1
139700,3.0,102306.0,5900,4400,8
98874,3.3,41104.0,11300,11600,2
237783,3.9,11179.0,11000,11500,3
81949,1.0,180434.0,2000,2300,8
136895,2.2,55628.0,9325,9000,6
81284,2.6,159266.0,14650,17000,7
511968,3.7,27880.0,17750,16000,1
107499,3.5,111050.0,2100,650,11
55465,3.6,175489.0,1200,2400,11
524518,,146005.0,1850,1700,10
321429,3.9,95987.0,13950,16600,6
268436,2.8,58780.0,12850,13601,2
258535,4.1,11193.0,14900,11600,3
339788,1.9,22886.0,10650,7500,1
137276,3.6,106580.0,8475,7700,4
65478,4.1,21107.0,36700,36100,3
363295,2.3,70998.0,3750,3000,6
435726,3.6,127795.0,6725,7000,4
369125,3.3,78112.0,18650,17500,4
121328,4.6,20316.0,36500,35750,1
50711,4.3,6987.0,48800,49000,3
182713,,77259.0,6775,9000,6
458277,1.9,195283.0,1900,2100,8
516467,5.0,52732.0,13100,13800,3
431741,4.1,35048.0,13950,13500,1
329460,1.9,93577.0,6300,5300,9
318989,3.3,54893.0,12450,12300,2
354198,4.8,26028.0,13400,13800,3
352071,2.0,47908.0,20900,10200,4
189746,3.7,28811.0,10950,10600,3
228283,1.0,101557.0,1100,225,20
466480,1.9,258990.0,650,800,12
117515,3.7,44735.0,28900,26000,2
182748,3.0,182464.0,2750,3300,8
216260,4.7,16725.0,36100,37200,1
44015,3.9,146381.0,4000,5600,9
137559,4.4,38217.0,22400,22000,4
692,4.1,39631.0,25800,27000,1
212636,5.0,19526.0,12550,12500,1
53830,3.7,19140.0,12600,17750,2
531929,3.9,101829.0,10250,10200,7
401419,4.1,29201.0,28300,25400,2
338759,3.1,36704.0,18550,17800,3
210129,2.0,139515.0,3800,1200,9
151585,2.3,123324.0,8700,7700,10
165040,3.6,41272.0,11250,11000,3
16751,4.2,19892.0,20600,18000,4
80522,4.0,24092.0,11350,11700,2
529092,3.9,33744.0,21500,20200,1
366176,3.6,42456.0,13050,12400,2
237107,,166194.0,3200,3000,11
145717,4.1,25094.0,19650,20100,1
488703,3.0,28173.0,16650,17600,1
37209,3.9,126155.0,4100,6200,11
131055,3.4,28228.0,20300,20800,4
302900,4.5,15417.0,11450,11800,3
479932,4.3,40913.0,11000,12100,4
187876,1.9,150156.0,1950,2500,7
89692,1.0,125008.0,6575,3000,8
333699,4.2,9766.0,34300,36000,1
147662,4.6,33071.0,32500,34200,2
60335,4.8,37201.0,15200,15250,3
142447,4.5,35429.0,14350,15100,3
487970,4.5,20422.0,32000,30300,2
341211,3.5,52545.0,9450,9200,2
48308,2.3,124010.0,4575,5500,10
147832,3.7,30546.0,13700,14200,3
196460,4.6,20074.0,19850,20300,0
339446,3.9,82110.0,22600,19400,4
336895,3.3,7949.0,22000,22500,1
41670,4.1,131231.0,6500,7100,9
466489,1.9,255012.0,900,350,17
352908,2.1,127284.0,6100,6200,7
316325,,153149.0,1250,1400,12
379700,4.1,69640.0,4875,10500,14
331221,2.5,113273.0,3425,1900,12
272280,3.2,45590.0,12600,12000,3
497199,3.9,57262.0,14550,15900,4
423047,3.9,33120.0,31200,31000,1
32400,1.9,175243.0,3125,3200,12
485174,4.6,23258.0,18500,18100,2
372037,4.2,36014.0,38800,38500,3
429188,3.8,67952.0,11850,12700,3
283273,3.5,65031.0,11800,12700,4
3213,1.9,66907.0,5900,5600,6
451419,2.0,126034.0,4200,2100,13
14576,2.5,101595.0,2300,1800,17
296452,4.4,36546.0,25600,27600,1
447163,4.3,88654.0,13750,14400,6
356187,3.5,15842.0,30500,40700,4
120927,3.5,13054.0,22600,22200,1
286397,4.3,9503.0,21900,21800,2
446674,2.6,98126.0,5750,4600,8
506335,3.7,84808.0,11300,11300,3
169148,3.2,9526.0,12700,9500,0
538140,3.6,56259.0,9350,9800,2
32301,1.9,123036.0,2625,2050,10
10389,3.6,24914.0,13050,14000,2
428970,2.2,93039.0,6550,6500,10
453034,1.9,200784.0,650,650,11
401782,2.6,130712.0,4750,4700,9
472222,4.7,12923.0,24500,25000,1
489085,4.0,69859.0,5100,7000,10
370592,1.9,146956.0,1700,1850,7
83166,4.1,65044.0,16750,18250,7
300908,3.7,42220.0,9950,11000,2
105309,3.7,102992.0,7650,6400,2
78859,4.5,44508.0,10950,11000,1
279151,1.9,139350.0,6175,5300,10
89726,2.7,120039.0,4525,6100,9
165387,3.5,19524.0,16800,17700,1
353470,2.4,128724.0,3725,2900,10
143766,2.5,37149.0,16500,13900,3
49082,5.0,7094.0,38200,40000,1
108481,2.8,48731.0,9850,9200,2
263814,4.4,16154.0,17000,18000,1
19379,2.4,141414.0,3875,2500,8
388851,4.8,29075.0,13700,14000,3
498485,3.3,55112.0,8125,8200,1
134104,2.9,15859.0,22100,20800,2
129828,4.0,71680.0,13650,11700,4
385641,3.2,79632.0,10650,9400,8
155702,2.8,42151.0,16300,17200,3
471817,2.8,121015.0,3125,3000,10
126865,3.0,29626.0,18300,17200,1
480990,2.0,103900.0,10400,8900,8
380199,4.8,23335.0,27300,26750,2
433638,3.7,44520.0,15350,15900,1
393142,3.3,109832.0,10350,6400,4
435491,1.0,198395.0,775,350,16
11175,3.3,11378.0,15100,15500,0
242068,3.6,40834.0,10700,11100,1
408341,2.5,35736.0,29600,28200,1
115052,1.5,132907.0,1800,1300,9
346510,2.8,153380.0,2275,4100,18
78192,3.5,110468.0,6900,6600,4
453680,2.0,124446.0,5675,2100,9
510611,3.0,98155.0,7825,8400,6
89252,3.7,55238.0,9050,8000,4
377953,4.1,25838.0,15100,14400,3
124835,4.1,13671.0,30400,31200,2
235972,,154293.0,1050,350,17
175151,2.5,75903.0,7900,7500,2
536016,2.4,125013.0,3875,4200,11
395873,5.0,59060.0,18850,20500,9
492705,3.5,7620.0,20100,21500,1
489271,1.3,123570.0,6025,5300,6
323457,3.6,72381.0,19550,17800,4
492730,2.8,29688.0,16700,18500,1
140776,4.6,8884.0,13800,14600,2
471176,4.4,43538.0,11550,10000,3
282785,3.7,16370.0,17600,18200,0
532856,2.9,54452.0,16000,15500,2
279541,3.0,45846.0,4450,3800,12
194168,1.9,38509.0,8350,6400,3
309485,4.1,37937.0,24100,23800,1
43010,3.6,155489.0,2925,3600,12
404067,2.1,116720.0,4250,5300,9
468377,4.1,13948.0,11800,12700,2
472449,3.4,98962.0,7150,6700,4
27048,3.3,113319.0,7050,7600,9
375873,4.5,48560.0,11150,11100,3
478997,3.6,44618.0,26600,29100,2
301163,4.8,22142.0,19650,19600,3
34764,3.9,34599.0,18400,18300,1
233411,2.1,76533.0,9400,7100,4
51941,2.0,51688.0,8025,8100,3
74898,1.9,181788.0,3175,2300,12
202344,2.7,130864.0,1550,2100,11
391879,4.9,34811.0,28500,31100,2
436785,1.9,99964.0,3050,2900,11
446205,4.4,79473.0,12750,13000,3
143571,2.7,129469.0,11400,10100,5
175532,2.6,66971.0,8850,7900,3
101060,2.9,6640.0,12550,11700,0
200436,4.9,6336.0,21400,22200,0
535272,3.9,51669.0,10400,9800,2
238478,2.3,138317.0,2875,2800,10
59385,4.5,17109.0,25800,27000,2
250434,4.0,17682.0,19050,18800,1
378471,2.5,116581.0,7125,6700,8
279675,2.4,62940.0,33600,30600,4
370204,4.4,63717.0,11500,12000,2
472639,4.0,30815.0,22200,24500,3
172219,4.0,61178.0,18950,19300,4
303111,2.2,29298.0,13150,13000,3
378302,4.6,8684.0,19300,20300,2
174413,3.6,67808.0,8100,7800,6
12154,2.6,162045.0,5700,4700,11
475622,,102886.0,3975,5500,8
12265,2.1,130030.0,1650,2000,14
79252,4.3,46064.0,16950,18400,2
360275,4.5,24123.0,28300,27500,1
532664,3.3,59829.0,8275,7700,3
193238,4.2,60471.0,32300,33700,2
207984,5.0,42752.0,31500,32600,2
327497,2.7,74070.0,23900,21500,6
416694,3.4,104677.0,9725,11000,5
227392,2.2,143023.0,1075,1000,15
311692,3.7,55794.0,9350,9400,2
215690,3.8,18337.0,24500,25000,1
187490,3.8,67577.0,33300,34750,4
491423,3.8,19147.0,15300,13500,2
322302,4.2,66270.0,14900,15200,5
2900,1.9,94354.0,4750,3300,5
116788,3.3,31824.0,11450,11600,3
69664,4.3,40784.0,21900,21000,3
437289,3.9,33871.0,9750,10300,4
167014,3.0,148934.0,10350,10700,7
338965,2.2,61745.0,9225,8000,4
477988,4.7,7151.0,16950,17300,1
13437,3.4,28080.0,20700,21500,2
229559,2.4,187818.0,1975,1600,14
22469,3.7,129556.0,4750,6100,11
131811,3.4,44640.0,10050,9500,3
490315,3.2,37587.0,10800,10600,3
429513,4.2,74069.0,13950,13400,5
478396,4.4,55475.0,16800,14500,1
427210,1.9,115767.0,5750,4400,6
141185,4.3,49338.0,7500,8900,7
334958,3.1,33947.0,12100,11200,3
281947,3.0,79257.0,5000,5500,6
24480,4.0,76084.0,4575,6100,6
292081,4.9,41933.0,15050,16400,2
489289,3.3,20298.0,23100,20000,2
196451,4.4,10868.0,14250,13800,1
223191,1.9,209381.0,4850,4500,9
110049,4.8,12969.0,14200,13000,1
86673,4.1,15484.0,13650,14500,1
404943,1.9,25525.0,15650,12400,5
307920,2.8,197367.0,1875,2800,11
417429,3.7,138486.0,2150,2800,9
428561,1.9,71409.0,5150,3300,5
27138,3.9,163899.0,3875,4800,10
270595,4.0,15154.0,43000,41200,0
397281,2.2,146885.0,2950,2250,7
539892,1.9,180388.0,725,600,16
502830,4.8,28194.0,11350,11400,3
411199,4.4,8365.0,9075,8750,2
273619,3.4,124673.0,6275,7100,6
458932,3.7,59250.0,14000,14300,2
167239,4.4,24293.0,17900,17500,1
293455,3.9,37752.0,11450,14500,3
372865,3.9,61653.0,7275,7500,6
192320,4.2,15164.0,15050,15200,1
2130,1.9,33854.0,16900,13750,3
523804,3.9,82483.0,9650,9200,8
304475,4.0,59059.0,27700,27000,2
429632,2.9,142669.0,4000,5500,10
426731,3.6,73736.0,18050,16900,11
406685,4.3,32239.0,16200,17000,1
356129,4.2,19901.0,21800,18500,1
235910,,89670.0,2825,2500,15
255391,5.0,41980.0,13000,13200,2
532752,3.6,107743.0,3800,2600,6
417503,3.6,25585.0,37800,34800,2
475796,,125148.0,1650,1850,9
141966,3.6,51478.0,12800,15000,11
535626,2.9,135395.0,950,750,13
539227,3.8,64957.0,17250,17600,2
270742,4.5,10633.0,24300,22200,2
469409,2.9,98970.0,7550,9500,7
68833,4.0,58549.0,14950,13901,2
386212,3.9,42841.0,13950,14000,5
508638,2.9,101773.0,5850,7500,5
434412,5.0,19489.0,19600,18900,1
190561,2.3,97298.0,7925,7200,6
40944,4.3,38564.0,12450,13200,2
123048,3.6,55171.0,14750,16200,6
219047,3.5,37042.0,8475,8600,3
192239,1.9,103224.0,10750,8500,8
63296,2.5,111592.0,7525,8000,8
105596,4.9,19146.0,25700,25100,1
109095,4.9,31351.0,24600,24000,1
199603,4.6,60155.0,14700,15800,2
293220,4.8,30700.0,10050,10200,3
95256,3.6,36125.0,12900,13600,1
190241,2.7,66824.0,8250,8700,2
474121,2.0,184623.0,1000,1000,16
437339,3.7,94403.0,5500,3300,7
300348,3.0,46322.0,9475,9500,2
430795,2.5,167705.0,3525,4500,13
446082,2.0,186316.0,1250,500,9
537280,4.1,51348.0,9400,8800,4
32258,3.6,68020.0,8650,10700,10
171679,2.4,117110.0,3000,3200,13
188070,4.3,130765.0,3575,5100,8
207338,1.0,126526.0,3800,3500,11
157463,2.5,65261.0,10050,5700,8
299725,3.7,32047.0,15700,16500,1
362723,4.8,2453.0,38500,40500,0
478417,3.8,14349.0,32700,32400,2
280080,4.2,27330.0,36000,35700,3
327269,4.9,17189.0,29700,30400,2
325429,4.1,11193.0,14650,14900,3
450530,2.8,118396.0,2750,4400,9
86751,2.0,76094.0,5700,6000,8
413550,4.0,44986.0,25800,27200,3
149417,4.4,111387.0,11550,12800,12
514195,4.8,75496.0,11700,10200,8
464532,2.3,225187.0,900,1200,16
161259,2.4,35356.0,19150,16250,3
333809,4.3,55311.0,8425,9750,5
432342,5.0,6663.0,21100,21100,0
356532,3.6,106401.0,7800,9800,6
398869,3.8,46129.0,14000,15000,1
